C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
202107;W96-2;71;958;18336
202107;W96-2;76;1087;15461
202107;W96-2;83;6167;7168
202107;W96-2;84;9755;47347
202107;W96-2;60;12777;55767
202107;W96-2;61;3381;19215
202107;W96-2;86;38247;250080
202107;W96-2;87;8578;60976
202107;W96-3;1;95333;212926
202107;W96-3;2;85455;174673
202107;W96-3;3;25258;57673
202107;W96-3;4;4463;15483
202107;W96-3;70;21691;56360
202107;W96-3;81;2055;6295
202107;W96-3;71;874;19955
202107;W96-3;76;2410;45150
202107;W96-3;83;3056;3989
202107;W96-3;84;13860;47849
202107;W96-3;60;12863;34929
202107;W96-3;61;8056;23785
202107;W96-3;86;6639;25111
202107;W96-3;87;3159;13938
202107;W96-4;1;103320;279423
202107;W96-4;2;85632;196855
202107;W96-4;3;32905;89875
202107;W96-4;4;11828;54130
202107;W96-4;70;31251;100423
202107;W96-4;81;5700;17473
202107;W96-4;73;2019;9743
202107;W96-4;71;1874;43803
202107;W96-4;76;2438;23348
202107;W96-4;83;8916;10076
202107;W96-4;84;14804;45639
202107;W96-4;60;9943;35342
202107;W96-4;61;4843;21462
202107;W96-4;86;14037;64422
202107;W96-4;87;5951;33695
202107;W96-5;1;253328;914237
202107;W96-5;2;180787;533011
202107;W96-5;3;49238;118341
202107;W96-5;4;72436;385748
202107;W96-5;70;45196;169537
202107;W96-5;81;5913;15377
202107;W96-5;73;13998;78475
202107;W96-5;71;1077;21420
202107;W96-5;76;1146;22276
202107;W96-5;83;6360;15720
202107;W96-5;84;6923;32505
202107;W96-5;60;15422;66415
202107;W96-5;61;9526;51756
202107;W96-5;86;54230;309615
202107;W96-5;87;22602;145574
202107;W96-6;1;159377;467633
202107;W96-6;2;131805;374072
202107;W96-6;3;28241;65055
202107;W96-6;4;36691;175377
202107;W96-6;70;58025;178906
202107;W96-6;81;9168;23549
202107;W96-6;73;1683;10063
202107;W96-6;71;599;15306
202107;W96-6;76;2181;31035
202107;W96-6;83;13243;16634
202107;W96-6;84;9226;28875
202107;W96-6;60;16701;57893
202107;W96-6;61;13497;49463
202107;W96-6;86;26262;136069
202107;W96-6;87;8443;46062
202107;W96-7;1;403521;1595370
202107;W96-7;2;203364;668592
202107;W96-7;3;112082;348826
202107;W96-7;4;94770;520366
202107;W96-7;70;96654;372157
202107;W96-7;81;5590;19592
202107;W96-7;73;2428;10542
202107;W96-7;71;163;2931
202107;W96-7;76;202;1750
202107;W96-7;83;79523;103705
202107;W96-7;84;11245;40482
202107;W96-7;60;23970;103333
202107;W96-7;61;9615;51710
202107;W96-7;86;112495;707281
202107;W96-7;87;22722;157522
202107;W96-8;1;76090;240663
202107;W96-8;2;45790;143226
202107;W96-8;3;16796;46787
202107;W96-8;4;18399;98620
202107;W96-8;70;20363;75430
202107;W96-8;81;1565;4854
202107;W96-8;73;752;2774
202107;W96-8;76;102;281
202107;W96-8;83;17008;18754
202107;W96-8;84;6617;22190
202107;W96-8;60;3844;18754
202107;W96-8;61;638;3104
202107;W96-8;86;25877;160961
202107;W96-8;87;3714;24866
202107;W96-9;1;133449;294114
202107;W96-9;2;71029;149442
202107;W96-9;3;24214;49799
202107;W96-9;4;10223;37817
202107;W96-9;70;3394;8137
202107;W96-9;81;12924;25470
202107;W96-9;60;1449;5438
202107;W96-9;86;6892;31445
202108;W96-1;1;61327;176285
202108;W96-1;2;41175;105836
202108;W96-1;3;11495;30568
202108;W96-1;4;4344;14107
202108;W96-1;70;27889;99307
202108;W96-1;81;702;2628
202108;W96-1;73;123;596
202108;W96-1;71;380;10670
202108;W96-1;76;1268;19310
202108;W96-1;84;2383;7751
202108;W96-1;60;9063;28769
202108;W96-1;61;3930;13262
202108;W96-1;86;8238;39587
202108;W96-1;87;1162;6478
202108;W96-2;1;162725;697885
202108;W96-2;2;152568;546080
202108;W96-2;3;38139;130306
202108;W96-2;4;50209;351069
202108;W96-2;70;133034;879361
202108;W96-2;81;8205;22938
202108;W96-2;73;1829;12569
202108;W96-2;71;1362;20356
202108;W96-2;76;1111;16028
202108;W96-2;83;8242;9120
202108;W96-2;84;10823;58902
202108;W96-2;60;14687;68345
202108;W96-2;61;4278;26536
202108;W96-2;86;42365;319494
202108;W96-2;87;8730;74518
202108;W96-3;1;108920;242693
202108;W96-3;2;95773;194398
202108;W96-3;3;31855;70278
202108;W96-3;4;6366;20133
202108;W96-3;70;22925;61512
202108;W96-3;81;2907;10007
202108;W96-3;71;1017;21577
202108;W96-3;76;2758;46757
202108;W96-3;83;3169;4181
202108;W96-3;84;20934;53327
202108;W96-3;60;15409;42113
202108;W96-3;61;8791;25961
202108;W96-3;86;7512;31466
202108;W96-3;87;3370;15786
202108;W96-4;1;115549;327445
202108;W96-4;2;96923;230252
202108;W96-4;3;37164;104689
202108;W96-4;4;11241;59800
202108;W96-4;70;32849;110844
202108;W96-4;81;7306;18507
202108;W96-4;73;2924;12453
202108;W96-4;71;2364;52346
202108;W96-4;76;2688;21186
202108;W96-4;83;9514;10504
202108;W96-4;84;15862;48868
202108;W96-4;60;10829;40995
202108;W96-4;61;5433;25460
202108;W96-4;86;13866;73066
202108;W96-4;87;5627;37979
202108;W96-5;1;331105;1318819
202108;W96-5;2;232937;749724
202108;W96-5;3;68290;168274
202108;W96-5;4;94419;595148
202108;W96-5;70;52529;205169
202108;W96-5;81;8537;21884
202108;W96-5;73;13201;86549
202108;W96-5;71;797;21274
202108;W96-5;76;1277;22648
202108;W96-5;83;7640;19460
202108;W96-5;84;8818;40348
202108;W96-5;60;19767;93485
202108;W96-5;61;11359;69021
202108;W96-5;86;65781;447481
202108;W96-5;87;24655;187198
202108;W96-6;1;188767;571398
202108;W96-6;2;155035;461625
202108;W96-6;3;33770;82320
202108;W96-6;4;43680;241042
202108;W96-6;70;56207;185118
202108;W96-6;81;12051;30472
202108;W96-6;73;1959;9397
202108;W96-6;71;652;16680
202108;W96-6;76;2435;34031
202108;W96-6;83;13571;17923
202108;W96-6;84;9521;36846
202108;W96-6;60;21742;76194
202108;W96-6;61;15711;63420
202108;W96-6;86;29229;172822
202108;W96-6;87;8694;55629
202108;W96-7;1;510863;2231389
202108;W96-7;2;264930;979802
202108;W96-7;3;144927;498943
202108;W96-7;4;117603;775013
202108;W96-7;70;113369;523566
202108;W96-7;81;7048;19012
202108;W96-7;73;1989;12135
202108;W96-7;71;178;3100
202108;W96-7;76;313;2240
202108;W96-7;83;100932;131248
202108;W96-7;84;12589;52080
202108;W96-7;60;31563;152670
202108;W96-7;61;12124;71484
202108;W96-7;86;134332;1019302
202108;W96-7;87;25421;209410
202108;W96-8;1;104242;352266
202108;W96-8;2;62134;212820
202108;W96-8;3;22952;66448
202108;W96-8;4;21181;146009
202108;W96-8;70;27439;108179
202108;W96-8;81;5014;12679
202108;W96-8;73;947;4270
202108;W96-8;76;47;190
202108;W96-8;83;20359;22936
202108;W96-8;84;7060;33551
202108;W96-8;60;5518;29209
202108;W96-8;61;898;5005
202108;W96-8;86;31050;227504
202108;W96-8;87;4652;35673
202108;W96-9;1;195131;463928
202108;W96-9;2;99859;217548
202108;W96-9;3;41664;81840
202108;W96-9;4;18238;66292
202108;W96-9;70;5220;13087
202108;W96-9;81;14572;32226
202108;W96-9;60;2136;8251
202108;W96-9;86;9186;39432
202109;W96-1;1;49248;124783
202109;W96-1;2;29225;70696
202109;W96-1;3;7004;18401
202109;W96-1;4;2832;8319
202109;W96-1;70;16783;56511
202109;W96-1;81;298;340
202109;W96-1;73;47;188
202109;W96-1;71;419;10399
202109;W96-1;76;1400;19676
202109;W96-1;84;1027;2143
202109;W96-1;60;5827;17044
202109;W96-1;61;2873;8816
202109;W96-1;86;4374;19850
202109;W96-1;87;759;3685
202109;W96-2;1;114415;411363
202109;W96-2;2;84912;252902
202109;W96-2;3;20883;59402
202109;W96-2;4;22823;134561
202109;W96-2;70;59222;322658
202109;W96-2;81;4601;10624
202109;W96-2;73;198;1325
202109;W96-2;71;1120;19367
202109;W96-2;76;975;15119
202109;W96-2;83;2495;2814
202109;W96-2;84;5631;24014
202109;W96-2;60;6655;27237
202109;W96-2;61;1872;9989
202109;W96-2;86;15444;105114
202109;W96-2;87;2856;22468
202109;W96-3;1;108655;228739
202109;W96-3;2;81843;162150
202109;W96-3;3;25488;56919
202109;W96-3;4;5722;15533
202109;W96-3;70;12350;32061
202109;W96-3;81;2466;5327
202109;W96-3;71;1150;22472
202109;W96-3;76;2814;47678
202109;W96-3;83;3090;3534
202109;W96-3;84;11666;27813
202109;W96-3;60;12132;33436
202109;W96-3;61;7421;20434
202109;W96-3;86;4954;18325
202109;W96-3;87;2476;9099
202109;W96-4;1;104863;258512
202109;W96-4;2;83191;174098
202109;W96-4;3;27615;69983
202109;W96-4;4;7702;34148
202109;W96-4;70;17722;48663
202109;W96-4;81;5267;10161
202109;W96-4;73;2576;6046
202109;W96-4;71;2425;53447
202109;W96-4;76;2305;19123
202109;W96-4;83;8697;9012
202109;W96-4;84;12413;32900
202109;W96-4;60;6634;22578
202109;W96-4;61;3126;12983
202109;W96-4;86;7931;34865
202109;W96-4;87;2869;13766
202109;W96-5;1;245762;814069
202109;W96-5;2;143198;401645
202109;W96-5;3;38893;89851
202109;W96-5;4;41027;207328
202109;W96-5;70;26304;88187
202109;W96-5;81;3321;7711
202109;W96-5;73;8228;29224
202109;W96-5;71;1257;23442
202109;W96-5;76;1320;23610
202109;W96-5;83;4671;10486
202109;W96-5;84;3286;13235
202109;W96-5;60;10052;42012
202109;W96-5;61;4917;27187
202109;W96-5;86;24742;144262
202109;W96-5;87;9548;60508
202109;W96-6;1;165017;447710
202109;W96-6;2;117718;305654
202109;W96-6;3;24836;55509
202109;W96-6;4;25679;101697
202109;W96-6;70;19979;64768
202109;W96-6;81;7359;16223
202109;W96-6;73;1827;5411
202109;W96-6;71;655;16629
202109;W96-6;76;2135;32959
202109;W96-6;83;10403;12763
202109;W96-6;84;8075;29869
202109;W96-6;60;14737;50543
202109;W96-6;61;12643;40980
202109;W96-6;86;15800;78661
202109;W96-6;87;4333;22085
202109;W96-7;1;373980;1460821
202109;W96-7;2;178920;609367
202109;W96-7;3;90553;278813
202109;W96-7;4;58371;309378
202109;W96-7;70;66457;220167
202109;W96-7;81;3444;6456
202109;W96-7;73;1701;5191
202109;W96-7;71;170;2991
202109;W96-7;76;239;2016
202109;W96-7;83;59034;77485
202109;W96-7;84;8543;26685
202109;W96-7;60;18470;82692
202109;W96-7;61;6949;36653
202109;W96-7;86;59635;402483
202109;W96-7;87;11735;84503
202109;W96-8;1;76542;238235
202109;W96-8;2;44566;142685
202109;W96-8;3;15435;43464
202109;W96-8;4;12841;69585
202109;W96-8;70;13674;51225
202109;W96-8;81;3168;7141
202109;W96-8;73;766;2447
202109;W96-8;76;132;224
202109;W96-8;83;13973;15742
202109;W96-8;84;7078;22590
202109;W96-8;60;3484;16691
202109;W96-8;61;490;2546
202109;W96-8;86;17328;105162
202109;W96-8;87;2684;16161
202109;W96-9;1;189277;427161
202109;W96-9;2;100279;221661
202109;W96-9;3;32419;68235
202109;W96-9;4;16369;57574
202109;W96-9;70;2674;7231
202109;W96-9;81;15228;35806
202109;W96-9;60;1883;7313
202109;W96-9;86;7856;34298
202110;W96-1;1;50530;126646
202110;W96-1;2;22015;45680
202110;W96-1;3;4590;9862
202110;W96-1;4;1948;4703
202110;W96-1;70;4676;11095
202110;W96-1;81;312;380
202110;W96-1;73;2;4
202110;W96-1;71;358;11081
202110;W96-1;76;1208;21492
202110;W96-1;84;700;1525
202110;W96-1;60;3663;8404
202110;W96-1;61;2140;5173
202110;W96-1;86;2718;9628
202110;W96-1;87;583;2084
202110;W96-2;1;78052;240746
202110;W96-2;2;30286;75512
202110;W96-2;3;7351;18148
202110;W96-2;4;7601;35147
202110;W96-2;70;6760;28020
202110;W96-2;81;2461;7136
202110;W96-2;73;38;84
202110;W96-2;71;1067;21310
202110;W96-2;76;800;15532
202110;W96-2;83;40;115
202110;W96-2;84;1771;7588
202110;W96-2;60;2680;10655
202110;W96-2;61;597;3357
202110;W96-2;86;5579;33592
202110;W96-2;87;1637;9226
202110;W96-3;1;99204;208705
202110;W96-3;2;64046;128933
202110;W96-3;3;19625;43893
202110;W96-3;4;3625;11131
202110;W96-3;70;5257;15300
202110;W96-3;81;2099;4489
202110;W96-3;71;1011;23877
202110;W96-3;76;2775;51280
202110;W96-3;83;2062;2279
202110;W96-3;84;8946;21886
202110;W96-3;60;10505;28272
202110;W96-3;61;5530;15426
202110;W96-3;86;4161;14371
202110;W96-3;87;2094;7200
202110;W96-4;1;101090;238198
202110;W96-4;2;64564;127977
202110;W96-4;3;19467;48614
202110;W96-4;4;6462;26904
202110;W96-4;70;3609;9206
202110;W96-4;81;4205;7608
202110;W96-4;73;1914;5208
202110;W96-4;71;2354;58547
202110;W96-4;76;2327;19385
202110;W96-4;83;3487;3573
202110;W96-4;84;11130;34814
202110;W96-4;60;4793;15221
202110;W96-4;61;2075;9096
202110;W96-4;86;5752;20538
202110;W96-4;87;2376;9740
202110;W96-5;1;209351;602173
202110;W96-5;2;82814;198668
202110;W96-5;3;28464;61915
202110;W96-5;4;35025;146641
202110;W96-5;70;9487;30159
202110;W96-5;81;2639;6757
202110;W96-5;73;5674;19493
202110;W96-5;71;968;25252
202110;W96-5;76;1291;25110
202110;W96-5;83;465;1742
202110;W96-5;84;2670;8425
202110;W96-5;60;5177;20949
202110;W96-5;61;2607;14280
202110;W96-5;86;15913;79246
202110;W96-5;87;6672;35004
202110;W96-6;1;157230;398775
202110;W96-6;2;88875;211948
202110;W96-6;3;18789;40750
202110;W96-6;4;21325;76013
202110;W96-6;70;6675;26072
202110;W96-6;81;5869;13082
202110;W96-6;73;1346;3089
202110;W96-6;71;572;16252
202110;W96-6;76;2213;32794
202110;W96-6;83;2849;4547
202110;W96-6;84;5785;22260
202110;W96-6;60;12181;39454
202110;W96-6;61;11659;36020
202110;W96-6;86;12492;52183
202110;W96-6;87;4307;17442
202110;W96-7;1;335816;1163205
202110;W96-7;2;103007;321737
202110;W96-7;3;46874;143525
202110;W96-7;4;48475;205156
202110;W96-7;70;30322;96206
202110;W96-7;81;2242;4499
202110;W96-7;73;1662;5006
202110;W96-7;71;173;3068
202110;W96-7;76;113;1470
202110;W96-7;83;7976;9610
202110;W96-7;84;5344;16366
202110;W96-7;60;9004;36227
202110;W96-7;61;3764;18166
202110;W96-7;86;48397;251208
202110;W96-7;87;10013;54089
202110;W96-8;1;71791;196658
202110;W96-8;2;27381;78753
202110;W96-8;3;9227;24161
202110;W96-8;4;10903;53291
202110;W96-8;70;6390;21274
202110;W96-8;81;2274;5988
202110;W96-8;73;760;2136
202110;W96-8;76;85;155
202110;W96-8;83;1671;1698
202110;W96-8;84;7694;22782
202110;W96-8;60;2043;7965
202110;W96-8;61;376;1407
202110;W96-8;86;13047;69690
202110;W96-8;87;2329;11244
202110;W96-9;1;211052;480896
202110;W96-9;2;109663;257656
202110;W96-9;3;32634;68955
202110;W96-9;4;18538;67971
202110;W96-9;70;712;2312
202110;W96-9;81;16683;37176
202110;W96-9;60;1747;6537
202110;W96-9;86;7137;30346
202111;W96-1;1;22349;56368
202111;W96-1;2;9104;19280
202111;W96-1;3;2566;5818
202111;W96-1;4;635;1390
202111;W96-1;70;247;797
202111;W96-1;81;195;211
202111;W96-1;71;364;9839
202111;W96-1;76;1273;21694
202111;W96-1;84;163;435
202111;W96-1;60;1828;4197
202111;W96-1;61;896;1859
202111;W96-1;86;1167;3677
202111;W96-1;87;216;687
202111;W96-2;1;23254;77399
202111;W96-2;2;12062;29737
202111;W96-2;3;2887;8560
202111;W96-2;4;1962;9886
202111;W96-2;70;154;1120
202111;W96-2;81;912;4672
202111;W96-2;71;904;18971
202111;W96-2;76;763;13532
202111;W96-2;83;6;66
202111;W96-2;84;516;2615
202111;W96-2;60;853;5082
202111;W96-2;61;172;1189
202111;W96-2;86;1791;13728
202111;W96-2;87;308;2462
202111;W96-3;1;44385;109081
202111;W96-3;2;29230;67632
202111;W96-3;3;11254;29136
202111;W96-3;4;1293;5609
202111;W96-3;70;258;1078
202111;W96-3;81;659;1658
202111;W96-3;71;1065;22388
202111;W96-3;76;2627;47762
202111;W96-3;83;253;258
202111;W96-3;84;5001;15469
202111;W96-3;60;4736;16591
202111;W96-3;61;1709;6138
202111;W96-3;86;1544;7035
202111;W96-3;87;545;2449
202111;W96-4;1;41262;108197
202111;W96-4;2;26757;55672
202111;W96-4;3;9006;28485
202111;W96-4;4;2166;13084
202111;W96-4;70;262;1000
202111;W96-4;81;895;2039
202111;W96-4;73;526;1448
202111;W96-4;71;2013;50133
202111;W96-4;76;1080;14564
202111;W96-4;83;88;90
202111;W96-4;84;4804;19811
202111;W96-4;60;2419;9995
202111;W96-4;61;887;4159
202111;W96-4;86;1664;8326
202111;W96-4;87;589;3510
202111;W96-5;1;64906;177294
202111;W96-5;2;26575;66030
202111;W96-5;3;10018;25806
202111;W96-5;4;8670;40853
202111;W96-5;70;929;5573
202111;W96-5;81;850;3917
202111;W96-5;73;1252;2813
202111;W96-5;71;863;19379
202111;W96-5;76;1236;23233
202111;W96-5;83;33;63
202111;W96-5;84;812;3327
202111;W96-5;60;1712;9617
202111;W96-5;61;421;4624
202111;W96-5;86;3666;25361
202111;W96-5;87;1211;9259
202111;W96-6;1;66157;176598
202111;W96-6;2;27729;66978
202111;W96-6;3;6600;15587
202111;W96-6;4;5937;23677
202111;W96-6;70;399;1626
202111;W96-6;81;1592;4280
202111;W96-6;73;251;408
202111;W96-6;71;639;16355
202111;W96-6;76;1502;29054
202111;W96-6;83;458;511
202111;W96-6;84;2175;13725
202111;W96-6;60;3162;14847
202111;W96-6;61;1702;5665
202111;W96-6;86;2571;15703
202111;W96-6;87;673;3338
202111;W96-7;1;118040;394489
202111;W96-7;2;36147;112188
202111;W96-7;3;16581;57478
202111;W96-7;4;17602;75158
202111;W96-7;70;3090;17775
202111;W96-7;81;544;1178
202111;W96-7;73;451;1547
202111;W96-7;71;181;2914
202111;W96-7;76;4;1045
202111;W96-7;83;985;2267
202111;W96-7;84;2830;6526
202111;W96-7;60;3575;16052
202111;W96-7;61;1204;6393
202111;W96-7;86;17247;99147
202111;W96-7;87;2555;17964
202111;W96-8;1;27413;67681
202111;W96-8;2;8302;19115
202111;W96-8;3;3104;7210
202111;W96-8;4;1577;8517
202111;W96-8;70;869;5821
202111;W96-8;81;485;1638
202111;W96-8;73;209;773
202111;W96-8;76;58;243
202111;W96-8;83;98;100
202111;W96-8;84;1729;5585
202111;W96-8;60;589;2271
202111;W96-8;61;61;199
202111;W96-8;86;2270;13379
202111;W96-8;87;471;2559
202111;W96-9;1;119464;274893
202111;W96-9;2;62343;155153
202111;W96-9;3;14221;33295
202111;W96-9;4;10851;43436
202111;W96-9;81;9173;21649
202111;W96-9;60;959;3270
202111;W96-9;86;3748;16328
202112;W96-1;1;17887;45719
202112;W96-1;2;3492;7578
202112;W96-1;3;2025;3439
202112;W96-1;4;424;977
202112;W96-1;70;34;63
202112;W96-1;81;81;112
202112;W96-1;71;208;8022
202112;W96-1;76;703;13983
202112;W96-1;84;46;103
202112;W96-1;60;386;982
202112;W96-1;61;127;263
202112;W96-1;86;521;2136
202112;W96-1;87;84;285
202112;W96-2;1;28160;108507
202112;W96-2;2;15718;53762
202112;W96-2;3;3089;10737
202112;W96-2;4;9921;48548
202112;W96-2;70;971;3780
202112;W96-2;81;773;5219
202112;W96-2;73;340;1417
202112;W96-2;71;863;16339
202112;W96-2;76;533;10359
202112;W96-2;83;66;181
202112;W96-2;84;848;3880
202112;W96-2;60;1107;5704
202112;W96-2;61;429;1998
202112;W96-2;86;8406;42804
202112;W96-2;87;1716;8727
202112;W96-3;1;29633;72763
202112;W96-3;2;20872;48358
202112;W96-3;3;6986;20013
202112;W96-3;4;1365;5344
202112;W96-3;70;142;641
202112;W96-3;81;231;569
202112;W96-3;71;724;16239
202112;W96-3;76;2131;40425
202112;W96-3;83;424;529
202112;W96-3;84;2921;10262
202112;W96-3;60;2810;10720
202112;W96-3;61;1248;3963
202112;W96-3;86;2033;7394
202112;W96-3;87;595;2620
202112;W96-4;1;23481;63301
202112;W96-4;2;16068;39116
202112;W96-4;3;6676;21786
202112;W96-4;4;3031;16053
202112;W96-4;70;123;614
202112;W96-4;81;574;2389
202112;W96-4;73;565;1657
202112;W96-4;71;1140;29068
202112;W96-4;76;707;10089
202112;W96-4;83;298;497
202112;W96-4;84;3040;16743
202112;W96-4;60;1561;7862
202112;W96-4;61;675;2813
202112;W96-4;86;2538;10502
202112;W96-4;87;892;4037
202112;W96-5;1;109727;433305
202112;W96-5;2;64961;252640
202112;W96-5;3;15614;51427
202112;W96-5;4;46657;240492
202112;W96-5;70;3824;20861
202112;W96-5;81;936;3620
202112;W96-5;73;6617;32332
202112;W96-5;71;525;11274
202112;W96-5;76;801;15629
202112;W96-5;83;801;2724
202112;W96-5;84;2163;9480
202112;W96-5;60;6985;33949
202112;W96-5;61;3535;19301
202112;W96-5;86;31989;170908
202112;W96-5;87;10396;54762
202112;W96-6;1;52362;159343
202112;W96-6;2;34895;107874
202112;W96-6;3;7304;23145
202112;W96-6;4;20632;92655
202112;W96-6;70;1106;4778
202112;W96-6;81;1340;4167
202112;W96-6;73;216;425
202112;W96-6;71;603;15918
202112;W96-6;76;1428;28091
202112;W96-6;83;772;1886
202112;W96-6;84;6117;25751
202112;W96-6;60;4097;18103
202112;W96-6;61;1928;8434
202112;W96-6;86;10949;53388
202112;W96-6;87;2506;11124
202112;W96-7;1;209192;895953
202112;W96-7;2;87596;357871
202112;W96-7;3;50092;209563
202112;W96-7;4;72759;380182
202112;W96-7;70;12135;58302
202112;W96-7;81;1157;4109
202112;W96-7;73;1182;5184
202112;W96-7;71;158;2957
202112;W96-7;76;141;649
202112;W96-7;83;1579;4862
202112;W96-7;84;2784;11068
202112;W96-7;60;14175;65952
202112;W96-7;61;4952;23713
202112;W96-7;86;83088;454219
202112;W96-7;87;13593;75491
202112;W96-8;1;43684;170889
202112;W96-8;2;21535;80334
202112;W96-8;3;6046;21181
202112;W96-8;4;11887;64106
202112;W96-8;70;2803;15482
202112;W96-8;81;447;1960
202112;W96-8;73;226;989
202112;W96-8;76;4;25
202112;W96-8;83;492;754
202112;W96-8;84;2935;11826
202112;W96-8;60;2796;12874
202112;W96-8;61;359;1575
202112;W96-8;86;16727;89148
202112;W96-8;87;1908;9796
202112;W96-9;1;63953;150847
202112;W96-9;2;30167;81827
202112;W96-9;3;7888;17461
202112;W96-9;4;6180;25888
202112;W96-9;81;3582;7967
202112;W96-9;60;890;2704
202112;W96-9;86;2901;12662
202201;W96-1;1;27478;70695
202201;W96-1;2;3895;9271
202201;W96-1;3;2899;5358
202201;W96-1;4;509;1307
202201;W96-1;70;47;106
202201;W96-1;81;11;16
202201;W96-1;71;348;8050
202201;W96-1;76;984;15908
202201;W96-1;84;75;182
202201;W96-1;60;808;2041
202201;W96-1;61;140;553
202201;W96-1;86;447;1902
202201;W96-1;87;62;231
202201;W96-2;1;52443;207706
202201;W96-2;2;26288;97520
202201;W96-2;3;3832;13471
202201;W96-2;4;15963;87834
202201;W96-2;70;902;4997
202201;W96-2;81;1553;7725
202201;W96-2;73;118;866
202201;W96-2;71;972;19078
202201;W96-2;76;716;12833
202201;W96-2;83;128;343
202201;W96-2;84;812;4710
202201;W96-2;60;1791;9063
202201;W96-2;61;351;2175
202201;W96-2;86;11270;66607
202201;W96-2;87;2217;13144
202201;W96-3;1;40422;94092
202201;W96-3;2;26018;58888
202201;W96-3;3;8935;23725
202201;W96-3;4;1594;5567
202201;W96-3;70;104;684
202201;W96-3;81;435;1230
202201;W96-3;71;1002;18516
202201;W96-3;76;2747;45829
202201;W96-3;83;161;337
202201;W96-3;84;2744;11033
202201;W96-3;60;3725;11502
202201;W96-3;61;1463;5140
202201;W96-3;86;1897;6882
202201;W96-3;87;665;2738
202201;W96-4;1;44021;117268
202201;W96-4;2;25738;59119
202201;W96-4;3;7972;23893
202201;W96-4;4;4228;21777
202201;W96-4;70;81;590
202201;W96-4;81;977;2892
202201;W96-4;73;573;2039
202201;W96-4;71;1857;39704
202201;W96-4;76;1118;14228
202201;W96-4;83;546;1147
202201;W96-4;84;4407;11329
202201;W96-4;60;2173;9470
202201;W96-4;61;789;3068
202201;W96-4;86;2898;13477
202201;W96-4;87;965;5168
202201;W96-5;1;193334;809743
202201;W96-5;2;115384;491850
202201;W96-5;3;23901;86665
202201;W96-5;4;88645;498503
202201;W96-5;70;2972;24131
202201;W96-5;81;1295;5725
202201;W96-5;73;10974;51345
202201;W96-5;71;826;16253
202201;W96-5;76;1236;21382
202201;W96-5;83;1908;6421
202201;W96-5;84;3221;15162
202201;W96-5;60;11504;59703
202201;W96-5;61;5790;32453
202201;W96-5;86;55624;326518
202201;W96-5;87;16165;96361
202201;W96-6;1;92173;288055
202201;W96-6;2;57740;193638
202201;W96-6;3;11968;37306
202201;W96-6;4;38107;183910
202201;W96-6;70;1136;5783
202201;W96-6;81;2416;7142
202201;W96-6;73;309;1467
202201;W96-6;71;314;7788
202201;W96-6;76;1572;28817
202201;W96-6;83;1274;3808
202201;W96-6;84;3806;20446
202201;W96-6;60;6223;26857
202201;W96-6;61;2699;12933
202201;W96-6;86;17501;91995
202201;W96-6;87;3657;18975
202201;W96-7;1;323133;1468118
202201;W96-7;2;141401;624304
202201;W96-7;3;81206;356841
202201;W96-7;4;121172;670729
202201;W96-7;70;12369;72882
202201;W96-7;81;1511;6635
202201;W96-7;73;1605;7374
202201;W96-7;71;172;3012
202201;W96-7;76;176;1037
202201;W96-7;83;4512;10401
202201;W96-7;84;4502;17887
202201;W96-7;60;21763;109601
202201;W96-7;61;7452;38147
202201;W96-7;86;131709;776210
202201;W96-7;87;20367;123660
202201;W96-8;1;70011;289510
202201;W96-8;2;38136;153545
202201;W96-8;3;11387;42574
202201;W96-8;4;23988;126554
202201;W96-8;70;2909;15722
202201;W96-8;81;998;3236
202201;W96-8;73;675;2279
202201;W96-8;76;89;284
202201;W96-8;83;1750;2689
202201;W96-8;84;6409;25778
202201;W96-8;60;5216;25818
202201;W96-8;61;682;3214
202201;W96-8;86;29922;165797
202201;W96-8;87;3456;18096
202201;W96-9;1;67415;148296
202201;W96-9;2;34245;85155
202201;W96-9;3;9915;21396
202201;W96-9;4;7076;29110
202201;W96-9;81;3799;8199
202201;W96-9;60;940;3156
202201;W96-9;86;3550;17009
202202;W96-1;1;30028;70768
202202;W96-1;2;5347;12490
202202;W96-1;3;2828;5691
202202;W96-1;4;609;1456
202202;W96-1;70;65;96
202202;W96-1;81;83;109
202202;W96-1;71;332;8746
202202;W96-1;76;919;15876
202202;W96-1;84;74;292
202202;W96-1;60;955;2406
202202;W96-1;61;138;376
202202;W96-1;86;644;2462
202202;W96-1;87;96;289
202202;W96-2;1;64513;255341
202202;W96-2;2;36045;132451
202202;W96-2;3;5651;18166
202202;W96-2;4;24569;128132
202202;W96-2;70;1182;4556
202202;W96-2;81;2078;8709
202202;W96-2;73;1857;9557
202202;W96-2;71;861;16804
202202;W96-2;76;539;10917
202202;W96-2;83;187;632
202202;W96-2;84;1602;7618
202202;W96-2;60;2255;11257
202202;W96-2;61;613;2821
202202;W96-2;86;19739;103257
202202;W96-2;87;3555;18630
202202;W96-3;1;43754;99669
202202;W96-3;2;31801;74190
202202;W96-3;3;11832;33318
202202;W96-3;4;1672;6305
202202;W96-3;70;114;546
202202;W96-3;81;707;2028
202202;W96-3;71;994;20604
202202;W96-3;76;2341;42104
202202;W96-3;83;156;248
202202;W96-3;84;4438;14173
202202;W96-3;60;4165;14311
202202;W96-3;61;1817;6204
202202;W96-3;86;2649;10266
